nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp,ola,dpto_cod
103,1,1,4,4,14,1,3,NA,NA,NA,NA,1,NA,NA,3,Montevideo
103,3,1,4,1,35,2,1,2,5,NA,NA,1,700,NA,3,Montevideo
104,1,1,4,5,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
104,3,2,4,2,32,2,1,2,5,4000,NA,NA,1417,NA,3,Montevideo
104,4,1,2,5,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
104,13,2,2,1,45,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
104,14,1,4,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
106,1,1,4,4,14,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
106,2,4,2,1,46,2,1,2,5,NA,NA,3,1700,NA,3,Montevideo
106,3,1,NA,4,23,1,7,NA,NA,4980,NA,NA,NA,NA,3,Montevideo
106,5,1,2,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
107,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
107,2,3,4,1,38,1,1,2,5,0,0,2,NA,800,3,Montevideo
107,3,3,7,2,46,2,2,NA,NA,0,0,2,NA,NA,3,Montevideo
107,4,1,4,3,16,1,3,NA,NA,0,0,2,NA,NA,3,Montevideo
109,1,1,4,4,13,2,NA,NA,NA,NA,0,1,350,2,3,Montevideo
109,2,4,4,1,44,2,1,2,9,NA,0,1,700,2,3,Montevideo
109,4,1,4,4,16,2,3,NA,NA,NA,0,1,350,2,3,Montevideo
109,5,1,4,4,20,1,1,2,9,4000,0,1,NA,2,3,Montevideo
109,6,5,2,8,80,2,4,NA,NA,999999,NA,NA,NA,NA,3,Montevideo
116,1,1,4,5,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
116,2,2,4,2,35,2,1,2,9,0,0,3,3424,NA,3,Montevideo
116,3,2,5,1,40,1,1,2,9,0,0,NA,NA,NA,3,Montevideo
116,4,1,5,5,17,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
116,5,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
116,6,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
116,7,1,4,5,15,1,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
116,13,1,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
116,14,1,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
117,7,1,4,5,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
117,2,2,4,2,35,2,1,2,9,NA,NA,3,3424,NA,3,Montevideo
117,3,2,5,1,40,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
117,4,1,5,5,17,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
117,5,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
117,6,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
117,1,1,4,5,15,1,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
117,13,1,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
117,14,1,1,3,4,1,NA,NA,NA,NA,NA,2,NA,NA,3,Montevideo
118,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
118,2,4,9,1,50,2,1,1,3,NA,NA,1,400,NA,3,Montevideo
122,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
122,2,1,8,1,43,1,1,1,10,NA,NA,NA,200,NA,3,Montevideo
122,3,4,5,2,40,2,1,2,9,NA,NA,1,NA,NA,3,Montevideo
124,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
124,2,3,4,1,52,1,1,5,9,NA,NA,NA,NA,NA,3,Montevideo
124,3,3,4,2,50,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
124,4,1,5,3,22,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
126,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
126,3,1,4,1,43,2,1,2,9,NA,NA,1,800,NA,3,Montevideo
129,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
129,2,2,10,1,54,1,1,2,2,NA,NA,NA,NA,NA,3,Montevideo
129,3,2,10,2,49,2,1,2,2,NA,NA,NA,NA,NA,3,Montevideo
131,1,1,5,4,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
131,2,4,4,1,51,2,1,2,5,NA,NA,NA,2035,NA,3,Montevideo
131,3,1,4,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
133,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
133,2,3,4,1,34,2,1,2,5,3200,NA,NA,2000,NA,3,Montevideo
133,4,1,4,8,72,1,5,NA,NA,4000,NA,NA,NA,NA,3,Montevideo
133,5,1,4,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
133,13,3,4,2,29,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
133,14,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
136,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
136,2,3,4,2,48,2,1,1,1,NA,NA,NA,NA,NA,3,Montevideo
136,3,3,5,1,47,1,1,2,7,NA,NA,NA,NA,NA,3,Montevideo
136,4,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
136,5,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
138,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
138,2,5,2,8,74,1,7,NA,NA,NA,NA,NA,NA,NA,3,Canelones
138,3,1,4,1,35,2,1,2,7,NA,NA,2,1683,NA,3,Canelones
138,5,1,2,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
139,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
139,3,4,9,1,31,2,2,NA,NA,NA,NA,2,1588,NA,3,Canelones
139,4,5,4,8,63,2,4,NA,NA,999999,NA,NA,NA,NA,3,Canelones
139,13,1,NA,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
140,1,1,4,5,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
140,2,3,5,1,36,1,1,2,3,NA,NA,NA,NA,NA,3,Canelones
140,3,3,2,2,32,2,1,5,5,NA,NA,NA,NA,5000,3,Canelones
140,13,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
141,1,1,4,5,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
141,2,1,4,2,36,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
141,3,1,4,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
141,13,1,4,1,32,1,1,2,8,NA,NA,NA,NA,NA,3,Canelones
150,1,1,2,3,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
150,2,2,2,1,50,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
150,3,2,2,2,47,2,1,2,9,NA,NA,3,1000,NA,3,Montevideo
150,4,1,2,3,25,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
150,5,1,2,3,20,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
150,6,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
152,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
152,2,3,10,2,51,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
152,3,3,10,1,51,1,1,2,3,NA,NA,NA,NA,1600,3,Montevideo
155,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
155,2,3,10,1,47,1,1,1,2,NA,NA,NA,NA,NA,3,Montevideo
155,3,3,10,2,42,2,1,1,2,NA,NA,1,NA,NA,3,Montevideo
155,13,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
158,1,1,3,3,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
158,2,2,2,2,38,1,1,5,9,NA,NA,1,NA,NA,3,Montevideo
158,3,2,2,1,33,2,1,6,5,NA,NA,3,1683,NA,3,Montevideo
158,4,1,4,3,16,1,1,5,9,NA,NA,NA,NA,NA,3,Montevideo
158,5,1,2,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
158,6,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
158,13,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
158,14,2,2,6,16,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
159,1,1,4,3,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
159,2,3,4,1,47,1,1,6,5,NA,NA,1,NA,NA,3,Montevideo
159,3,3,4,2,47,2,6,NA,NA,NA,NA,1,NA,NA,3,Montevideo
159,4,1,4,3,17,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
162,1,1,4,12,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
162,13,2,2,1,25,1,1,2,9,NA,NA,1,NA,NA,3,Montevideo
162,14,2,4,2,31,2,2,NA,NA,NA,NA,2,800,NA,3,Montevideo
162,15,1,2,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
162,16,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
163,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
163,2,5,5,1,60,1,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
163,4,3,2,9,72,2,4,NA,NA,4000,NA,NA,NA,NA,3,Montevideo
165,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
165,2,1,4,1,41,1,1,5,3,NA,NA,1,NA,NA,3,Montevideo
165,3,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
165,4,1,4,2,43,2,1,2,4,NA,NA,NA,1100,NA,3,Montevideo
167,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
167,2,4,4,2,55,1,1,2,9,NA,NA,1,NA,NA,3,Montevideo
167,3,4,10,1,45,2,1,2,1,NA,NA,NA,NA,NA,3,Montevideo
167,4,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
167,5,1,10,3,23,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
182,1,1,4,4,15,1,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
182,2,5,2,8,67,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
182,3,1,99,1,37,2,1,5,5,NA,NA,1,NA,NA,3,Montevideo
182,5,1,4,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
182,13,1,2,12,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
184,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
184,2,3,4,1,45,1,1,1,9,2000,NA,1,NA,NA,3,Montevideo
184,3,3,2,2,43,2,1,2,9,NA,NA,1,1000,NA,3,Montevideo
184,5,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
184,6,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
185,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
185,3,4,4,1,26,2,1,2,9,NA,NA,1,1236,NA,3,Montevideo
189,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
189,2,4,2,1,60,2,4,NA,NA,12000,NA,1,850,NA,3,Montevideo
189,3,4,2,8,87,2,4,NA,NA,7600,NA,NA,NA,NA,3,Montevideo
189,4,1,4,4,27,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
189,13,1,4,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
190,1,1,2,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
190,2,3,9,2,54,2,1,5,2,NA,NA,1,NA,NA,3,Montevideo
190,3,3,9,1,54,1,1,5,2,NA,NA,1,700,NA,3,Montevideo
190,4,1,2,3,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
192,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
192,2,3,4,2,48,2,1,1,4,NA,NA,1,NA,NA,3,Canelones
192,3,3,9,1,49,1,1,4,5,NA,NA,1,NA,NA,3,Canelones
192,4,1,5,3,18,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
195,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
195,2,5,5,1,46,1,1,6,3,NA,NA,1,1200,NA,3,Montevideo
195,3,1,4,4,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
195,13,4,2,2,48,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
197,1,1,4,4,14,1,1,2,9,NA,NA,3,866,NA,3,Montevideo
197,2,1,5,1,51,2,1,2,9,NA,NA,1,NA,NA,3,Montevideo
197,4,1,4,4,21,1,1,2,5,NA,NA,1,NA,NA,3,Montevideo
197,13,1,4,6,19,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
200,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
200,2,2,4,1,35,2,6,NA,NA,NA,NA,3,2800,NA,3,Montevideo
200,3,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
200,13,1,2,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
200,14,1,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
200,15,1,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
200,16,1,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
201,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
201,2,1,4,1,40,2,1,2,9,NA,NA,3,1608,NA,3,Montevideo
201,3,2,4,4,20,2,1,2,9,NA,NA,1,NA,NA,3,Montevideo
201,4,1,4,10,27,1,1,2,9,NA,NA,1,NA,NA,3,Montevideo
201,6,5,NA,8,76,2,5,NA,NA,7000,NA,1,NA,NA,3,Montevideo
201,13,1,NA,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
201,14,2,4,6,29,2,1,1,9,NA,NA,1,NA,NA,3,Montevideo
202,1,1,4,7,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
202,2,2,10,1,56,2,4,NA,NA,24600,NA,NA,NA,NA,3,Montevideo
202,3,1,4,7,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
202,13,2,4,2,55,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
203,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
203,2,3,4,2,44,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
203,3,3,2,1,45,1,1,2,5,1000,NA,NA,NA,NA,3,Montevideo
204,1,1,2,4,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
204,2,1,4,1,39,2,1,2,9,NA,NA,NA,1200,NA,3,Montevideo
204,3,1,2,4,17,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
204,4,1,4,4,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
204,5,1,2,4,20,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
204,6,1,2,4,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
205,1,1,4,3,14,1,3,NA,NA,NA,NA,1,NA,NA,3,Montevideo
205,2,2,4,2,54,2,1,2,4,NA,NA,1,NA,NA,3,Montevideo
205,3,2,5,1,55,1,1,2,5,NA,NA,1,NA,NA,3,Montevideo
207,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
207,2,2,9,1,38,2,1,2,5,NA,NA,1,NA,NA,3,Montevideo
207,13,2,9,2,52,1,1,2,5,NA,NA,1,NA,NA,3,Montevideo
207,14,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
208,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
208,2,4,10,1,42,2,1,1,2,NA,NA,1,NA,2000,3,Montevideo
208,3,1,4,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
209,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
209,2,2,9,2,42,2,1,2,4,NA,NA,1,4000,4000,3,Montevideo
209,3,2,10,1,42,1,1,5,2,NA,NA,1,NA,NA,3,Montevideo
209,4,1,2,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
213,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
213,2,5,7,1,46,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
213,5,1,7,4,21,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
215,1,1,2,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
215,2,4,4,1,39,2,1,2,9,NA,NA,NA,3100,NA,3,Canelones
215,4,1,2,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
216,1,1,1,7,14,2,3,NA,NA,NA,NA,1,NA,NA,3,Montevideo
216,13,5,2,1,82,2,4,NA,NA,999999,NA,NA,NA,NA,3,Montevideo
217,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
217,2,2,10,1,36,2,1,2,2,NA,NA,1,900,NA,3,Canelones
217,3,2,9,2,41,1,2,NA,NA,NA,NA,NA,NA,NA,3,Canelones
217,4,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
217,5,1,2,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
218,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
218,2,3,9,1,39,1,1,4,3,NA,NA,1,NA,NA,3,Canelones
218,3,3,10,2,37,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
218,4,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
219,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
219,2,3,4,2,40,2,1,2,4,NA,NA,1,NA,NA,3,Canelones
219,3,3,5,1,45,1,1,2,3,3000,NA,1,NA,NA,3,Canelones
219,4,1,1,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
220,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
220,2,2,10,1,44,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
220,3,2,4,2,38,2,1,2,9,NA,NA,NA,2700,NA,3,Montevideo
220,4,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
220,5,1,4,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
220,6,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
222,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,325,NA,3,Montevideo
222,2,4,2,8,65,2,4,NA,NA,4650,NA,NA,NA,NA,3,Montevideo
222,3,5,2,1,42,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
222,4,4,2,12,64,1,1,1,1,NA,NA,NA,NA,NA,3,Montevideo
222,5,1,4,12,21,1,1,2,8,NA,NA,NA,NA,NA,3,Montevideo
223,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
223,2,2,10,1,51,1,1,1,1,NA,NA,1,NA,NA,3,Montevideo
223,3,2,4,2,46,2,1,1,1,NA,NA,NA,NA,NA,3,Montevideo
223,4,1,4,3,17,1,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
224,1,1,2,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
224,2,2,2,2,67,2,4,NA,NA,8500,NA,3,1300,NA,3,Montevideo
224,3,2,2,1,72,1,4,NA,NA,5000,NA,NA,NA,NA,3,Montevideo
224,4,1,2,7,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
224,5,1,2,7,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
224,6,4,10,3,37,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
225,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
225,3,4,10,1,47,2,1,1,2,NA,NA,NA,NA,NA,3,Montevideo
225,4,1,4,4,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
226,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
226,2,4,9,1,40,2,1,2,4,NA,NA,1,NA,NA,3,Montevideo
227,1,1,3,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
227,2,3,4,1,53,1,1,2,9,NA,NA,1,NA,2700,3,Montevideo
227,3,3,5,2,50,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
227,4,1,7,3,26,1,1,1,3,NA,NA,NA,NA,NA,3,Montevideo
227,5,1,7,3,25,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
228,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
228,2,4,4,2,33,1,1,2,7,NA,NA,NA,NA,NA,3,Montevideo
228,3,4,2,1,31,2,6,NA,NA,NA,NA,3,3096,NA,3,Montevideo
228,4,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
228,5,1,4,3,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
228,13,1,2,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
228,14,1,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
228,15,1,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
232,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
232,3,4,4,1,45,2,1,2,4,NA,NA,NA,1300,NA,3,Canelones
232,13,1,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
233,1,1,2,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
233,2,4,2,1,44,2,1,2,9,NA,NA,NA,NA,NA,3,Canelones
233,6,1,5,4,22,1,2,NA,NA,NA,NA,NA,NA,NA,3,Canelones
234,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
234,2,1,4,1,41,2,6,NA,NA,6000,NA,NA,350,NA,3,Canelones
235,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,1840,NA,3,Canelones
235,2,3,2,1,50,1,1,6,9,NA,NA,NA,NA,NA,3,Canelones
235,3,3,4,2,46,2,1,2,2,NA,NA,NA,NA,NA,3,Canelones
235,4,1,2,3,15,2,3,NA,NA,NA,NA,NA,1840,NA,3,Canelones
235,13,1,2,12,25,1,5,NA,NA,3500,NA,2,NA,NA,3,Canelones
238,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
238,2,4,2,1,50,2,1,2,5,NA,NA,NA,2064,NA,3,Canelones
238,6,1,2,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
238,13,2,5,12,48,1,1,1,1,NA,NA,NA,NA,NA,3,Canelones
241,1,1,4,5,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
241,13,2,4,1,45,1,1,2,8,NA,NA,1,NA,NA,3,Montevideo
241,14,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
241,15,2,4,2,36,2,1,2,8,NA,NA,1,1200,NA,3,Montevideo
245,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
245,2,2,5,2,40,1,1,2,9,NA,NA,1,1300,NA,3,Montevideo
245,3,2,4,1,34,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
245,4,1,4,3,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
247,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
247,2,4,4,1,55,2,1,2,9,NA,NA,NA,NA,NA,3,Canelones
247,3,1,4,4,38,1,1,2,5,NA,NA,NA,NA,1500,3,Canelones
247,4,1,4,4,20,1,1,2,5,NA,NA,NA,NA,NA,3,Canelones
248,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
248,2,3,2,1,50,1,1,2,9,NA,NA,1,NA,480,3,Canelones
248,3,3,4,2,46,2,6,NA,NA,NA,NA,1,1300,NA,3,Canelones
248,6,1,9,3,20,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
248,7,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
249,1,1,4,3,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
249,2,3,2,1,47,1,1,2,6,NA,NA,NA,NA,NA,3,Canelones
249,3,3,2,2,52,2,6,NA,NA,1000,NA,3,1500,NA,3,Canelones
249,4,1,5,3,26,2,1,2,5,NA,NA,3,1500,NA,3,Canelones
249,7,1,4,3,21,1,1,1,10,NA,NA,NA,NA,500,3,Canelones
249,8,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
249,9,1,5,3,18,2,1,6,5,NA,NA,NA,NA,NA,3,Canelones
249,10,1,2,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
249,13,1,1,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
251,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
251,2,3,9,1,49,1,1,6,7,NA,NA,NA,NA,NA,3,Canelones
251,3,3,2,2,49,2,2,NA,NA,NA,NA,NA,NA,NA,3,Canelones
251,4,1,9,4,23,1,1,2,7,NA,NA,NA,NA,NA,3,Canelones
251,5,1,10,4,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
251,6,1,2,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
252,1,1,4,3,16,1,3,NA,NA,NA,NA,NA,NA,1400,3,Montevideo
252,2,2,2,1,39,1,1,2,9,NA,NA,3,2800,NA,3,Montevideo
252,3,2,4,2,46,2,1,2,5,NA,NA,1,NA,NA,3,Montevideo
252,4,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
252,5,1,2,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
252,6,1,4,3,18,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
252,7,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
252,13,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
253,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,1400,3,Montevideo
